frame,bat_id,x,y
119,2,-0.114647,-2.634698
114,3,1.44162,0.048933
115,3,1.471358,-0.034219
116,3,1.354423,-0.120631
117,3,1.356512,-0.202878
118,3,1.376919,-0.280732
119,3,1.373485,-0.371618
120,3,1.372746,-0.452004
121,3,1.375501,-0.537423
122,3,1.362867,-0.623269
123,3,1.351627,-0.713187
124,3,1.342699,-0.813766
125,3,1.334954,-0.888275
126,3,1.326979,-0.973462
127,3,1.31979,-1.068537
128,3,1.295779,-1.15978
129,3,1.272902,-1.254605
130,3,1.246334,-1.343602
131,3,1.219813,-1.43775
132,3,1.191778,-1.539079
133,3,1.154076,-1.639242
134,3,1.12528,-1.732607
135,3,1.088513,-1.817344
136,3,1.045048,-1.903427
137,3,1.003364,-1.983741
138,3,0.962666,-2.078061
139,3,0.921214,-2.17222
140,3,0.883559,-2.253408
141,3,0.858863,-2.329336
142,3,0.839843,-2.417342
143,3,0.819772,-2.491646
144,3,0.802264,-2.577033
145,3,0.78204,-2.652871
146,3,0.778565,-2.736431
147,3,0.782468,-2.819877
148,3,0.784455,-2.895927
149,3,0.796556,-2.975168
150,3,0.81629,-3.047145
151,3,0.846136,-3.14964
152,3,0.870193,-3.261063
113,4,0.00589,1.297816
114,4,-0.04485,1.248669
115,4,-0.131525,1.190636
116,4,-0.207654,1.144442
117,4,-0.287275,1.0937
118,4,-0.347471,1.047708
119,4,-0.413835,1.000181
120,4,-0.457579,0.953052
121,4,-0.494131,0.913065
122,4,-0.566941,0.851782
123,4,-0.626211,0.798833
124,4,-0.661038,0.759752
125,4,-0.713975,0.699814
126,4,-0.79102,0.630072
127,4,-0.85139,0.569957
128,4,-0.91799,0.503408
129,4,-0.994078,0.426596
130,4,-1.059785,0.359921
131,4,-1.13578,0.273871
132,4,-1.196918,0.199057
133,4,-1.26724,0.123238
134,4,-1.311393,0.047918
135,4,-1.371875,-0.053333
136,4,-1.437349,-0.15347
137,4,-1.49099,-0.233957
138,4,-1.553718,-0.316802
139,4,-1.621417,-0.393081
140,4,-1.682123,-0.483313
141,4,-1.737234,-0.563305
142,4,-1.79173,-0.635056
143,4,-1.847789,-0.720966
144,4,-1.899126,-0.802871
145,4,-1.951696,-0.883015
146,4,-2.0043564,-0.963588
147,4,-2.0570168,-1.044161
148,4,-2.1096772,-1.124734
149,4,-2.1623376,-1.205307
150,4,-2.214998,-1.28588
151,4,-2.268802,-1.390783
152,4,-2.268802,-1.390783
117,5,1.257131,1.263994
118,5,1.215145,1.176929
119,5,1.166955,1.078635
120,5,1.118812,1.007238
121,5,1.080642,0.955953
122,5,1.029313,0.891049
123,5,0.980207,0.829547
124,5,0.923604,0.765255
125,5,0.875946,0.711838
126,5,0.820107,0.653179
127,5,0.75005,0.597177
128,5,0.676621,0.541208
129,5,0.617264,0.436853
130,5,0.564156,0.377465
131,5,0.502708,0.310308
132,5,0.417025,0.290567
133,5,0.346401,0.22684
134,5,0.289909,0.156023
135,5,0.229517,0.089368
136,5,0.163163,0.008951
137,5,0.111296,-0.075857
138,5,0.062926,-0.155287
139,5,0.020406,-0.242311
140,5,0.004652,-0.347238
141,5,-0.021691,-0.421231
142,5,-0.062049,-0.479801
143,5,-0.095836,-0.570365
144,5,-0.129504,-0.661892
145,5,-0.165309,-0.750411
146,5,-0.204293,-0.866868
147,5,-0.223694,-0.96767
148,5,-0.24542,-1.037286
149,5,-0.248646,-1.142357
150,5,-0.259262,-1.254685
151,5,-0.28244,-1.348089
152,5,-0.310121,-1.450453
153,5,-0.33501,-1.551633
154,5,-0.354183,-1.653624
155,5,-0.379855,-1.772874
156,5,-0.407297,-1.858378
157,5,-0.436169,-1.943594
158,5,-0.458709,-2.027792
159,5,-0.485471,-2.096589
160,5,-0.514083,-2.171578
161,5,-0.538477,-2.244545
162,5,-0.559508,-2.314224
163,5,-0.586643,-2.408993
164,5,-0.621718,-2.480327
165,5,-0.655529,-2.563487
134,6,-0.965985,0.347771
135,6,-1.021302,0.285096
136,6,-1.073457,0.201471
137,6,-1.137289,0.109572
138,6,-1.182135,0.033089
139,6,-1.227358,-0.044221
140,6,-1.282239,-0.141025
141,6,-1.325034,-0.223864
142,6,-1.368913,-0.307068
143,6,-1.396192,-0.384079
144,6,-1.414086,-0.462105
145,6,-1.441363,-0.553733
146,6,-1.454835,-0.629202
147,6,-1.474311,-0.700347
148,6,-1.484365,-0.766845
149,6,-1.488491,-0.825209
150,6,-1.490143,-0.890071
151,6,-1.495761,-0.956067
152,6,-1.502504,-1.01862
153,6,-1.508699,-1.07589
154,6,-1.512247,-1.134256
155,6,-1.520505,-1.184671
156,6,-1.523603,-1.239112
157,6,-1.528117,-1.287693
158,6,-1.531062,-1.345673
159,6,-1.535387,-1.404116
160,6,-1.545509,-1.459102
161,6,-1.559699,-1.515505
162,6,-1.576576,-1.575774
163,6,-1.599999,-1.635903
164,6,-1.637044,-1.699046
134,7,0.302525,0.780438
135,7,0.218392,0.654718
136,7,0.17074,0.587162
137,7,0.142571,0.50655
138,7,0.127608,0.447257
139,7,0.094181,0.359414
140,7,0.070395,0.289637
141,7,0.036543,0.198815
142,7,0.010515,0.114119
143,7,-0.007238,0.042256
144,7,-0.037699,-0.038181
145,7,-0.095375,-0.13019
146,7,-0.158762,-0.224082
147,7,-0.216552,-0.307947
148,7,-0.243649,-0.3792
149,7,-0.286917,-0.453875
150,7,-0.330715,-0.524035
151,7,-0.374673,-0.581133
152,7,-0.441623,-0.644474
153,7,-0.501214,-0.692842
154,7,-0.57193,-0.760759
155,7,-0.645122,-0.824329
156,7,-0.710538,-0.874367
157,7,-0.775837,-0.921064
158,7,-0.850497,-0.968959
159,7,-0.921003,-1.013848
160,7,-0.988596,-1.058796
161,7,-1.054456,-1.106723
162,7,-1.134247,-1.147921
163,7,-1.202136,-1.18989
164,7,-1.284787,-1.243338
165,7,-1.348452,-1.278656
166,7,-1.398561,-1.314578
167,7,-1.458071,-1.369522
168,7,-1.510631,-1.405629
169,7,-1.565735,-1.431579
170,7,-1.61981,-1.47256
171,7,-1.66613,-1.5167
172,7,-1.718967,-1.578951
173,7,-1.755755,-1.621184
143,8,0.332988,1.210314
144,8,0.271167,1.137476
145,8,0.186124,1.052195
146,8,0.134646,0.992347
147,8,0.075885,0.914778
148,8,0.00094,0.840999
149,8,-0.053856,0.749774
150,8,-0.090931,0.678791
151,8,-0.146836,0.583812
152,8,-0.205526,0.492958
153,8,-0.216762,0.442606
154,8,-0.293562,0.357976
155,8,-0.340623,0.296889
156,8,-0.408493,0.218109
157,8,-0.450023,0.162065
158,8,-0.50114,0.080987
159,8,-0.562248,0.013786
160,8,-0.614482,-0.049343
161,8,-0.671907,-0.118539
162,8,-0.721826,-0.164562
163,8,-0.795972,-0.217345
164,8,-0.877319,-0.260785
165,8,-0.948768,-0.312245
166,8,-0.995729,-0.359016
167,8,-1.067581,-0.419866
168,8,-1.135457,-0.470252
169,8,-1.201639,-0.521758
170,8,-1.279186,-0.593859
171,8,-1.345349,-0.655608
172,8,-1.402691,-0.719963
173,8,-1.460245,-0.784724
174,8,-1.511935,-0.861406
175,8,-1.549922,-0.9198
176,8,-1.593385,-0.984887
177,8,-1.63059,-1.067389
178,8,-1.668082,-1.155109
179,8,-1.695722,-1.22199
180,8,-1.727811,-1.306782
181,8,-1.753957,-1.40005
182,8,-1.77116,-1.490471
183,8,-1.776022,-1.572596
184,8,-1.784761,-1.681992
185,8,-1.807954,-1.782122
154,9,-0.773907,0.827877
155,9,-0.835882,0.77374
156,9,-0.900334,0.706491
157,9,-0.959041,0.649304
158,9,-1.014505,0.588956
159,9,-1.075937,0.532813
160,9,-1.137868,0.469083
161,9,-1.20613,0.409728
162,9,-1.271943,0.36883
163,9,-1.330218,0.320928
164,9,-1.385478,0.25641
165,9,-1.428881,0.20487
166,9,-1.463042,0.156575
167,9,-1.519112,0.119972
168,9,-1.5688425,0.068888125
169,9,-1.618573,0.01780424999999999
170,9,-1.6683035,-0.03327962500000001
171,9,-1.718034,-0.08436350000000001
172,9,-1.7677645,-0.135447375
173,9,-1.817495,-0.18653125
174,9,-1.8672255,-0.237615125
175,9,-1.916956,-0.288699
176,9,-1.9515,-0.341145
177,9,-1.989391,-0.406749
178,9,-2.028031,-0.485333
179,9,-2.053006666666667,-0.5482433333333333
180,9,-2.077982333333333,-0.6111536666666667
181,9,-2.102958,-0.674064
182,9,-2.118672,-0.748918
183,9,-2.144432,-0.82851
184,9,-2.164875,-0.928402
185,9,-2.196909,-1.016287
186,9,-2.21819,-1.096173
187,9,-2.25564,-1.19643
188,9,-2.25564,-1.19643
155,10,0.032383,1.252625
156,10,-0.012225,1.187148
157,10,-0.038445,1.139087
158,10,-0.101091,1.065446
159,10,-0.144209,1.008861
160,10,-0.204248,0.942019
161,10,-0.288912,0.85543
162,10,-0.357376,0.778497
163,10,-0.420257,0.710295
164,10,-0.48823,0.627782
165,10,-0.552655,0.54821
166,10,-0.62505,0.463361
167,10,-0.691698,0.374726
168,10,-0.751417,0.288688
169,10,-0.813355,0.203043
170,10,-0.885459,0.116685
171,10,-0.970767,0.03887
172,10,-1.061956,-0.040343
173,10,-1.143975,-0.121988
174,10,-1.227947,-0.206357
175,10,-1.299738,-0.276701
176,10,-1.367962,-0.339173
177,10,-1.466622,-0.395831
178,10,-1.530482,-0.46434
179,10,-1.604364,-0.533039
180,10,-1.673835,-0.588434
181,10,-1.759452,-0.675606
182,10,-1.823308,-0.742316
183,10,-1.888226,-0.817524
184,10,-1.989675,-0.874232
185,10,-2.066063,-0.940644
186,10,-2.137187,-1.042652
187,10,-2.189971,-1.127226
188,10,-2.243563,-1.213174
189,10,-2.308978,-1.28513
190,10,-2.380722,-1.386994
159,11,0.796828,0.03379
160,11,0.745552,-0.045257
161,11,0.671065,-0.129136
162,11,0.594802,-0.222
163,11,0.506776,-0.298815
164,11,0.450442,-0.373642
165,11,0.38172,-0.455294
166,11,0.315608,-0.534451
167,11,0.246047,-0.605305
168,11,0.185153,-0.672333
169,11,0.134522,-0.738607
170,11,0.090276,-0.815162
171,11,0.052057,-0.891374
172,11,0.015476,-0.955513
173,11,-0.031135,-1.0413
174,11,-0.059788,-1.128964
175,11,-0.079502,-1.2031
176,11,-0.094469,-1.268368
177,11,-0.114409,-1.335062
178,11,-0.131842,-1.415547
179,11,-0.138086,-1.496955
180,11,-0.143754,-1.595815
181,11,-0.14119,-1.692803
182,11,-0.124734,-1.794951
183,11,-0.102485,-1.904016
184,11,-0.090136,-2.004188
185,11,-0.087991,-2.103627
186,11,-0.0842,-2.188698
187,11,-0.063546,-2.282995
188,11,-0.039984,-2.368553
189,11,-0.008911,-2.467344
190,11,0.011931,-2.571025
191,11,0.037526,-2.667873
192,11,0.062309,-2.773244
193,11,0.143147,-2.956893
196,12,0.025656,0.562246
197,12,-0.019927,0.491459
198,12,-0.071456,0.411271
199,12,-0.114837,0.345042
200,12,-0.172033,0.258796
201,12,-0.209258,0.189428
202,12,-0.253303,0.098219
203,12,-0.287457,0.011265
204,12,-0.31409,-0.077304
205,12,-0.346054,-0.153368
206,12,-0.385055,-0.272059
207,12,-0.419645,-0.361503
208,12,-0.460984,-0.460005
209,12,-0.508707,-0.548121
210,12,-0.514542,-0.618538
211,12,-0.558091,-0.693203
212,12,-0.641036,-0.797261
213,12,-0.7005,-0.871699
214,12,-0.751494,-0.940107
215,12,-0.804649,-1.010304
216,12,-0.858953,-1.088371
217,12,-0.907366,-1.155064
218,12,-0.965236,-1.225258
219,12,-1.02294,-1.29043
220,12,-1.068316,-1.341428
221,12,-1.122208,-1.424483
222,12,-1.182578,-1.512264
223,12,-1.231801,-1.584162
224,12,-1.270511,-1.652661
225,12,-1.318331,-1.73368
226,12,-1.356027,-1.814808
227,12,-1.380222,-1.90397
228,12,-1.39243,-1.982756
229,12,-1.377098,-2.133308
202,13,0.749521,0.244567
203,13,0.678261,0.154873
204,13,0.599803,0.060286
205,13,0.540374,0.005107
206,13,0.466139,-0.081687
207,13,0.380139,-0.14404
208,13,0.3180145,-0.210076
209,13,0.25589,-0.276112
210,13,0.173057,-0.336619
211,13,0.084121,-0.412114
212,13,0.014113,-0.475367
213,13,-0.056795,-0.515053
214,13,-0.114844,-0.564676
215,13,-0.171753,-0.612345
216,13,-0.235567,-0.660638
217,13,-0.298151,-0.705963
218,13,-0.357784,-0.764697
219,13,-0.41945,-0.805594
220,13,-0.46798,-0.845774
221,13,-0.518106,-0.901348
222,13,-0.551639,-0.939274
223,13,-0.592721,-0.98394
224,13,-0.633264,-1.042586
225,13,-0.676553,-1.083491
226,13,-0.728057,-1.121989
227,13,-0.766157,-1.170325
228,13,-0.80524,-1.217599
229,13,-0.845779,-1.269094
230,13,-0.892613,-1.328002
231,13,-0.938185,-1.393241
232,13,-0.983344,-1.451766
233,13,-1.02936,-1.515093
234,13,-1.071943,-1.587244
235,13,-1.111841,-1.646845
236,13,-1.148263,-1.713773
237,13,-1.176625,-1.769492
238,13,-1.176625,-1.769492
264,14,0.054693,0.787046
265,14,0.012695,0.727252
266,14,-0.014701,0.676557
267,14,-0.062968,0.617946
268,14,-0.118343,0.549076
269,14,-0.163937,0.488019
270,14,-0.216175,0.431769
271,14,-0.280069,0.372185
272,14,-0.327299,0.308209
273,14,-0.384713,0.242405
274,14,-0.422507,0.191746
275,14,-0.475555,0.117741
276,14,-0.52817,0.054661
277,14,-0.573132,-0.014018
278,14,-0.628362,-0.079501
279,14,-0.690432,-0.155125
280,14,-0.747775,-0.222552
281,14,-0.820495,-0.292791
282,14,-0.895653,-0.347438
283,14,-0.964949,-0.390224
284,14,-1.028334,-0.447138
285,14,-1.099685,-0.512463
286,14,-1.163802,-0.565697
287,14,-1.244891,-0.61956
288,14,-1.328775,-0.668119
289,14,-1.38509,-0.723473
290,14,-1.448598,-0.78125
291,14,-1.512957,-0.844817
292,14,-1.581994,-0.907645
293,14,-1.672662,-0.987962
294,14,-1.711841,-1.042622
295,14,-1.742107,-1.095684
296,14,-1.784185,-1.148415
297,14,-1.822676,-1.206818
298,14,-1.860174,-1.302799
299,14,-1.903149,-1.395804
300,14,-1.937193,-1.503175
301,14,-1.963596,-1.579202
302,14,-1.986024,-1.662543
273,15,0.768003,0.086992
274,15,0.683937,0.01979
275,15,0.578188,-0.075448
276,15,0.484525,-0.15576
277,15,0.407242,-0.219565
278,15,0.306692,-0.294365
279,15,0.221453,-0.356367
280,15,0.124885,-0.423383
281,15,0.022247,-0.481796
282,15,-0.079123,-0.540983
283,15,-0.177036,-0.589626
284,15,-0.267601,-0.629604
285,15,-0.370584,-0.682869
286,15,-0.438577,-0.722963
287,15,-0.54019,-0.774957
288,15,-0.642051,-0.831344
289,15,-0.726274,-0.87948
290,15,-0.815121,-0.935187
291,15,-0.893109,-0.981331
292,15,-0.976663,-1.040372
293,15,-1.053235,-1.095899
294,15,-1.124258,-1.143966
295,15,-1.214553,-1.20607
296,15,-1.259159,-1.246674
297,15,-1.345384,-1.319866
298,15,-1.451739,-1.405126
299,15,-1.534755,-1.476523
300,15,-1.619417,-1.53418
301,15,-1.70717,-1.605054
302,15,-1.784177,-1.657308
303,15,-1.873084,-1.73462
304,15,-1.968311,-1.802821
274,16,3.440621,-0.296593
275,16,3.408846,-0.365603
276,16,3.322154,-0.471843
277,16,3.271109,-0.545273
278,16,3.22971,-0.603035
279,16,3.183423,-0.667905
280,16,3.132409,-0.753392
281,16,3.082477,-0.833214
282,16,3.022628,-0.923225
283,16,2.971968,-0.994171
284,16,2.920077,-1.072906
285,16,2.875462,-1.158201
286,16,2.8243,-1.234587
287,16,2.774176,-1.317376
288,16,2.71564,-1.404831
289,16,2.675899,-1.479554
290,16,2.635053,-1.564362
291,16,2.588136,-1.652706
292,16,2.5569,-1.746886
293,16,2.523752,-1.838919
294,16,2.493811,-1.910346
295,16,2.464782,-2.016179
296,16,2.426138,-2.097298
297,16,2.395738,-2.179825
298,16,2.378972,-2.271985
299,16,2.364105,-2.363994
300,16,2.346281,-2.450644
301,16,2.334604,-2.527664
302,16,2.338831,-2.610384
303,16,2.338465,-2.700344
304,16,2.33358,-2.775657
305,16,2.344825,-2.857924
306,16,2.343422,-2.927684
307,16,2.357093,-2.990873
308,16,2.389228,-3.060956
309,16,2.405301,-3.13122
310,16,2.408425,-3.189728
311,16,2.433398,-3.255242
312,16,2.444756,-3.31026
313,16,2.391329,-3.304992
314,16,2.406983,-3.358276
315,16,2.440305,-3.416379
316,16,2.451888,-3.449209
317,16,2.510251,-3.528267
279,17,2.79611,-0.312508
280,17,2.725663,-0.386577
281,17,2.648922,-0.449512
282,17,2.544999,-0.503394
283,17,2.432112,-0.571462
284,17,2.335186,-0.621082
285,17,2.196249,-0.717732
286,17,2.118988,-0.740174
287,17,2.006848,-0.776628
288,17,1.931227,-0.812869
289,17,1.819347,-0.846346
290,17,1.687585,-0.883674
291,17,1.566079,-0.920095
292,17,1.474005,-0.957132
293,17,1.366682,-0.996948
294,17,1.254724,-1.048439
295,17,1.142801,-1.088649
296,17,1.033978,-1.133088
297,17,0.927504,-1.180079
298,17,0.82081,-1.222021
299,17,0.706595,-1.268943
300,17,0.598268,-1.312981
301,17,0.49162,-1.352298
302,17,0.383653,-1.398063
303,17,0.295646,-1.445438
304,17,0.192382,-1.486468
305,17,0.095367,-1.527557
306,17,0.020164,-1.563703
307,17,-0.058777,-1.605571
308,17,-0.139871,-1.64938
309,17,-0.22768,-1.689085
310,17,-0.308665,-1.73228
311,17,-0.395943,-1.774676
312,17,-0.472265,-1.819601
313,17,-0.542581,-1.863291
314,17,-0.619433,-1.916333
315,17,-0.703684,-1.974382
316,17,-0.788029,-2.026273
317,17,-0.866894,-2.078473
318,17,-0.942525,-2.127375
319,17,-1.029811,-2.198453
320,17,-1.109587,-2.249739
292,18,-0.296627,0.804737
293,18,-0.343775,0.721802
294,18,-0.381784,0.627931
295,18,-0.417591,0.536991
296,18,-0.464177,0.459178
297,18,-0.490125,0.368681
298,18,-0.533757,0.302907
299,18,-0.586184,0.21983
300,18,-0.636696,0.151499
301,18,-0.699956,0.083925
302,18,-0.746912,0.019366
303,18,-0.797255,-0.063302
304,18,-0.858399,-0.123426
305,18,-0.917104,-0.17005
306,18,-0.990234,-0.215835
307,18,-1.046478,-0.26895
308,18,-1.108075,-0.322708
309,18,-1.165642,-0.368908
310,18,-1.233058,-0.414928
311,18,-1.304206,-0.456154
312,18,-1.368138,-0.493696
313,18,-1.466498,-0.521184
314,18,-1.523509,-0.572611
315,18,-1.601371,-0.614268
316,18,-1.660995,-0.665402
317,18,-1.7228,-0.722822
318,18,-1.784087,-0.768542
319,18,-1.849343,-0.821685
320,18,-1.900948,-0.878022
321,18,-1.96361025,-0.94058275
322,18,-2.0262725,-1.0031435
323,18,-2.08893475,-1.06570425
324,18,-2.151597,-1.128265
325,18,-2.214339,-1.202241
326,18,-2.266188,-1.267307
327,18,-2.31496,-1.32578
328,18,-2.370324,-1.41008
329,18,-2.415854,-1.476117
330,18,-2.415854,-1.476117
328,19,1.240355,-0.027525
329,19,1.159265,-0.10732
330,19,1.081729,-0.18892
331,19,1.005703,-0.266442
332,19,0.929885,-0.331905
333,19,0.843437,-0.398044
334,19,0.75892,-0.471915
335,19,0.664974,-0.542576
336,19,0.584425,-0.627697
337,19,0.505083,-0.686213
338,19,0.42534,-0.75098
339,19,0.361788,-0.818973
340,19,0.298525,-0.894819
341,19,0.226549,-0.971092
342,19,0.167113,-1.043501
343,19,0.099357,-1.125697
344,19,0.033548,-1.206233
345,19,-0.021616,-1.283163
346,19,-0.068167,-1.352216
347,19,-0.104316,-1.430893
348,19,-0.14156,-1.51139
349,19,-0.184781,-1.598943
350,19,-0.229784,-1.679199
351,19,-0.278547,-1.755987
352,19,-0.318724,-1.81432
353,19,-0.37161,-1.872896
354,19,-0.431838,-1.942186
355,19,-0.488236,-2.00458
356,19,-0.538634,-2.063951
357,19,-0.587196,-2.125598
358,19,-0.635571,-2.174124
359,19,-0.703885,-2.231801
360,19,-0.77204,-2.299677
361,19,-0.829621,-2.355531
328,20,2.073978,-0.684982
329,20,2.018789,-0.718017
330,20,1.976815,-0.78413
331,20,1.919699,-0.848351
332,20,1.83132,-0.904537
333,20,1.722201,-0.961205
334,20,1.619961,-0.979644
335,20,1.541907,-1.046022
336,20,1.453577,-1.142797
337,20,1.375602,-1.213987
338,20,1.310668,-1.28999
339,20,1.238462,-1.364641
340,20,1.175915,-1.437342
341,20,1.114742,-1.503181
342,20,1.044894,-1.575214
343,20,0.98221,-1.640053
344,20,0.923498,-1.714152
345,20,0.869576,-1.778596
346,20,0.817779,-1.854495
347,20,0.7573,-1.935204
348,20,0.702302,-2.011391
349,20,0.649816,-2.083734
350,20,0.603339,-2.155588
351,20,0.560374,-2.230264
352,20,0.528014,-2.306683
353,20,0.502718,-2.382513
354,20,0.475051,-2.456746
355,20,0.450371,-2.528838
356,20,0.434744,-2.59532
357,20,0.425537,-2.666592
358,20,0.42683,-2.735575
359,20,0.428911,-2.811649
360,20,0.434118,-2.886535
361,20,0.433076,-2.957782
362,20,0.434771,-3.005776
363,20,0.517059,-3.194306
338,21,1.064305,-0.029557
339,21,1.044155,-0.131239
340,21,1.028762,-0.206361
341,21,1.002705,-0.296326
342,21,0.98108,-0.377674
343,21,0.955583,-0.462595
344,21,0.929857,-0.551248
345,21,0.900696,-0.623982
346,21,0.877263,-0.692758
347,21,0.855591,-0.759587
348,21,0.836,-0.825456
349,21,0.815923,-0.89283
350,21,0.794547,-0.958436
351,21,0.775149,-1.024306
352,21,0.750854,-1.083058
353,21,0.733544,-1.138101
354,21,0.713219,-1.206109
355,21,0.69304,-1.277294
356,21,0.68251,-1.34856
357,21,0.666831,-1.411579
358,21,0.652521,-1.483366
359,21,0.644668,-1.567246
360,21,0.645973,-1.648296
361,21,0.646915,-1.725811
362,21,0.648136,-1.806726
363,21,0.650487,-1.886291
364,21,0.650794,-1.962748
365,21,0.654656,-2.047382
366,21,0.671004,-2.133887
367,21,0.692097,-2.224127
368,21,0.713402,-2.307319
369,21,0.735107,-2.386848
370,21,0.77008,-2.482845
371,21,0.791017,-2.570667
372,21,0.816747,-2.665922
373,21,0.838017,-2.757238
374,21,0.867426,-2.848798
375,21,0.908036,-2.935712
376,21,0.939884,-2.995848
377,21,0.98134,-3.066133
378,21,1.04016,-3.155407
379,21,1.082148,-3.228386
380,21,1.040367,-3.227841
381,21,1.051896,-3.249292
354,22,-1.509094,-0.19659
355,22,-1.580068,-0.276161
356,22,-1.642774,-0.352222
357,22,-1.690167,-0.434047
358,22,-1.73508,-0.522181
359,22,-1.772275,-0.618659
360,22,-1.795448,-0.690931
361,22,-1.826406,-0.77619
362,22,-1.860193,-0.875322
363,22,-1.882601,-0.974685
364,22,-1.906092,-1.042353
365,22,-1.937302,-1.140865
366,22,-1.976374,-1.236262
367,22,-2.015077,-1.337649
368,22,-2.050043,-1.428127
369,22,-2.085066,-1.539831
419,23,-0.014787,1.005425
420,23,-0.107793,0.943873
421,23,-0.178274,0.880362
422,23,-0.236654,0.822659
423,23,-0.30604,0.752453
424,23,-0.370575,0.680973
425,23,-0.432658,0.593594
426,23,-0.499265,0.504728
427,23,-0.544836,0.429808
428,23,-0.610623,0.338383
429,23,-0.66338,0.256735
430,23,-0.720873,0.154121
431,23,-0.753147,0.082309
432,23,-0.807345,-0.025618
433,23,-0.836612,-0.125515
434,23,-0.852034,-0.220045
435,23,-0.860078,-0.325888
436,23,-0.888343,-0.426229
437,23,-0.933245,-0.538171
438,23,-0.959313,-0.628586
439,23,-0.98452,-0.726866
440,23,-0.993885,-0.828321
441,23,-1.007483,-0.925291
442,23,-1.028816,-1.029267
443,23,-1.046112,-1.117085
444,23,-1.072541,-1.204169
445,23,-1.100691,-1.278106
446,23,-1.124295,-1.352863
447,23,-1.144592,-1.423878
448,23,-1.168171,-1.497594
449,23,-1.190435,-1.571028
450,23,-1.214797,-1.654404
451,23,-1.238354,-1.739393
452,23,-1.259344,-1.83229
453,23,-1.282383,-1.915969
454,23,-1.30378,-2.014525
455,23,-1.328166,-2.141647
433,24,0.11784,1.353846
434,24,0.021835,1.270731
435,24,-0.04337771428571428,1.203750142857143
436,24,-0.1085904285714286,1.136769285714286
437,24,-0.1738031428571428,1.069788428571429
438,24,-0.2390158571428571,1.002807571428571
439,24,-0.3042285714285714,0.9358267142857143
440,24,-0.3694412857142856,0.8688458571428572
441,24,-0.434654,0.801865
442,24,-0.523592,0.743683
443,24,-0.583569,0.69381
444,24,-0.633251,0.640877
445,24,-0.696961,0.570778
446,24,-0.749046,0.521259
447,24,-0.797758,0.473908
448,24,-0.857151,0.428568
449,24,-0.92861,0.385073
450,24,-0.973967,0.350333
451,24,-1.021965,0.316442
452,24,-1.086144,0.260596
453,24,-1.144855,0.203797
454,24,-1.211304,0.14684
455,24,-1.282033,0.092683
456,24,-1.335875,0.05357
457,24,-1.400378,-0.009620222222222218
458,24,-1.464881,-0.07281044444444443
459,24,-1.529384,-0.1360006666666667
460,24,-1.593887,-0.1991908888888889
461,24,-1.65839,-0.2623811111111111
462,24,-1.722893,-0.3255713333333333
463,24,-1.787396,-0.3887615555555555
464,24,-1.851899,-0.4519517777777777
465,24,-1.916402,-0.515142
466,24,-1.957637,-0.635801
467,24,-1.995018,-0.729876
468,24,-2.042193,-0.81952
469,24,-2.090714,-0.905804
