frame,bat_id,x,y
470,24,-2.133,-1.012021
471,24,-2.199516,-1.112623
472,24,-2.229051,-1.183312
473,24,-2.27783,-1.2633
474,24,-2.32684,-1.35945
475,24,-2.32684,-1.35945
438,25,0.826355,1.122576
439,25,0.752158,1.058887
440,25,0.665132,0.989554
441,25,0.55583,0.900623
442,25,0.49920575,0.83820725
443,25,0.4425815,0.7757915
444,25,0.38595725,0.71337575
445,25,0.329333,0.65096
446,25,0.26746,0.568847
447,25,0.229315,0.526816
448,25,0.176528,0.458002
449,25,0.117895,0.387559
450,25,0.066214,0.31374
451,25,0.012019,0.239698
452,25,-0.035131,0.158334
453,25,-0.088955,0.074498
454,25,-0.136013,-0.035209
455,25,-0.159566,-0.167948
456,25,-0.182451,-0.260205
457,25,-0.203096,-0.34599
458,25,-0.227666,-0.435336
459,25,-0.266496,-0.538687
460,25,-0.307156,-0.641197
461,25,-0.336751,-0.74865
462,25,-0.36194,-0.846053
463,25,-0.396321,-0.951808
464,25,-0.430672,-1.04727
465,25,-0.46327,-1.150492
466,25,-0.501253,-1.243219
467,25,-0.562249,-1.325536
468,25,-0.615572,-1.388267
469,25,-0.686899,-1.474786
470,25,-0.756521,-1.533197
471,25,-0.810942,-1.618974
472,25,-0.862767,-1.693082
473,25,-0.937874,-1.767046
474,25,-1.018238,-1.833932
475,25,-1.099295,-1.890224
476,25,-1.173995,-1.947417
477,25,-1.237666,-1.997037
478,25,-1.323443,-2.073904
479,25,-1.405761,-2.140277
480,25,-1.405761,-2.140277
465,26,0.840115,0.172526
466,26,0.796358,0.080044
467,26,0.744324,0.007455
468,26,0.680748,-0.070693
469,26,0.622174,-0.159871
470,26,0.55638,-0.250792
471,26,0.492286,-0.339093
472,26,0.436362,-0.420063
473,26,0.371567,-0.487136
474,26,0.288554,-0.566318
475,26,0.214008,-0.636096
476,26,0.134474,-0.712412
477,26,0.067326,-0.78765
478,26,-0.001367,-0.858935
479,26,-0.074349,-0.922891
480,26,-0.149902,-0.992921
481,26,-0.222835,-1.058416
482,26,-0.2977,-1.13011
483,26,-0.372212,-1.203831
484,26,-0.437574,-1.27573
485,26,-0.498707,-1.343639
486,26,-0.563484,-1.407997
487,26,-0.627161,-1.47944
488,26,-0.688233,-1.546575
489,26,-0.751346,-1.616696
490,26,-0.811269,-1.693134
491,26,-0.866138,-1.767048
492,26,-0.926776,-1.837983
493,26,-0.990841,-1.914976
494,26,-1.053395,-1.986274
495,26,-1.116824,-2.06194
496,26,-1.184304,-2.1658
497,26,-1.229859,-2.243695
480,27,-1.653473,-0.30907
481,27,-1.716979,-0.388993
482,27,-1.772369,-0.465535
483,27,-1.828061,-0.526736
484,27,-1.875384,-0.599851
485,27,-1.920111,-0.678374
486,27,-1.964005,-0.764714
487,27,-2.001355,-0.847558
488,27,-2.038773,-0.899977
489,27,-2.083876,-0.966511
490,27,-2.131368,-1.054186
491,27,-2.166828,-1.129598
492,27,-2.210068,-1.205545
493,27,-2.262645,-1.274985
471,28,0.048756,0.87733
472,28,-0.021003,0.830561
473,28,-0.098712,0.774825
474,28,-0.176419,0.71511
475,28,-0.25059,0.657019
476,28,-0.286701,0.616847
477,28,-0.340568,0.564632
478,28,-0.411941,0.500499
479,28,-0.482813,0.417664
480,28,-0.546643,0.335348
481,28,-0.62066,0.252174
482,28,-0.68239,0.182644
483,28,-0.742346,0.079733
484,28,-0.78645,0.008678
485,28,-0.823133,-0.075474
486,28,-0.887292,-0.179165
487,28,-0.940225,-0.264784
488,28,-0.987739,-0.350458
489,28,-1.01991,-0.438125
490,28,-1.048106,-0.533518
491,28,-1.072486,-0.636569
492,28,-1.096963,-0.733
493,28,-1.127348,-0.824124
494,28,-1.15975,-0.90913
495,28,-1.194224,-0.996434
496,28,-1.219277,-1.084289
497,28,-1.233663,-1.148045
498,28,-1.265794,-1.229525
499,28,-1.316202,-1.34025
500,28,-1.34797,-1.440683
501,28,-1.375459,-1.529531
502,28,-1.414739,-1.622045
503,28,-1.462674,-1.702833
504,28,-1.518166,-1.775989
505,28,-1.574366,-1.855316
506,28,-1.632989,-1.914744
480,29,-0.443155,1.130033
481,29,-0.502917,1.04251
482,29,-0.559796,0.966555
483,29,-0.632842,0.88393
484,29,-0.694185,0.808855
485,29,-0.767246,0.729855
486,29,-0.827936,0.661993
487,29,-0.881822,0.597818
488,29,-0.939875,0.527292
489,29,-1.004015,0.456001
490,29,-1.069835,0.390104
491,29,-1.145185,0.320816
492,29,-1.213353,0.24058
493,29,-1.273154,0.165435
494,29,-1.337177,0.085366
495,29,-1.38433,-0.019846
496,29,-1.44661,-0.101607
497,29,-1.529414,-0.181538
498,29,-1.598063,-0.270374
499,29,-1.672176,-0.345265
500,29,-1.737366,-0.42149
501,29,-1.809425,-0.505144
502,29,-1.872458,-0.582642
503,29,-1.92329,-0.667028
504,29,-1.968747,-0.742309
505,29,-2.01423,-0.836291
506,29,-2.063638,-0.922298
507,29,-2.106768,-1.035735
508,29,-2.144913,-1.135962
509,29,-2.191109,-1.24412
510,29,-2.241084,-1.322514
511,29,-2.289962,-1.415735
497,30,-0.039625,1.347203
498,30,-0.10273,1.278141
499,30,-0.144103,1.210352
500,30,-0.166129,1.164745
501,30,-0.1959,1.115058
502,30,-0.210982,1.068369
503,30,-0.248527,0.994026
504,30,-0.277863,0.93136
505,30,-0.318664,0.845639
506,30,-0.350206,0.750718
507,30,-0.383185,0.667108
508,30,-0.40545,0.58529
509,30,-0.430596,0.499563
510,30,-0.449586,0.413086
511,30,-0.470643,0.317604
512,30,-0.500062,0.22032
513,30,-0.543997,0.107258
514,30,-0.576746,0.011586
515,30,-0.599826,-0.091548
516,30,-0.612173,-0.199784
517,30,-0.619891,-0.311851
518,30,-0.62854,-0.424001
519,30,-0.652475,-0.533186
520,30,-0.686915,-0.640027
521,30,-0.723131,-0.746577
522,30,-0.755787,-0.834882
523,30,-0.78219,-0.924407
524,30,-0.80955,-1.007263
525,30,-0.832891,-1.098424
526,30,-0.8635,-1.174525
527,30,-0.890752,-1.252312
528,30,-0.930707,-1.340999
529,30,-0.97485,-1.425751
530,30,-1.011853,-1.498078
531,30,-1.05659,-1.576265
532,30,-1.105967,-1.656093
533,30,-1.151982,-1.730106
534,30,-1.199518,-1.809198
535,30,-1.241753,-1.896644
536,30,-1.283635,-1.958806
508,31,-0.737853,1.22655
509,31,-0.803968,1.146141
510,31,-0.814869,1.117815
511,31,-0.874013,1.039439
512,31,-0.935577,0.955374
513,31,-0.995595,0.872905
514,31,-1.067174,0.777127
515,31,-1.123248,0.68633
516,31,-1.167688,0.601115
517,31,-1.202836,0.510954
518,31,-1.247853,0.406664
519,31,-1.295802,0.310053
520,31,-1.345163,0.233099
521,31,-1.411325571428572,0.134726
522,31,-1.477488142857143,0.036353
523,31,-1.543650714285714,-0.06202000000000002
524,31,-1.609813285714286,-0.160393
525,31,-1.675975857142857,-0.258766
526,31,-1.742138428571429,-0.357139
527,31,-1.808301,-0.455512
528,31,-1.873048,-0.540119
529,31,-1.930088,-0.622394
530,31,-2.000675,-0.697046
531,31,-2.06235,-0.766784
532,31,-2.135859,-0.832375
533,31,-2.203621,-0.918408
534,31,-2.266448,-1.005196
535,31,-2.318821,-1.064511
536,31,-2.379315,-1.127577
537,31,-2.379315,-1.127577
511,32,-0.356209,0.813747
512,32,-0.417132,0.728731
513,32,-0.47157,0.647822
514,32,-0.531831,0.569132
515,32,-0.583163,0.491868
516,32,-0.591415,0.428835
517,32,-0.643855,0.344007
518,32,-0.67133,0.266529
519,32,-0.697818,0.181684
520,32,-0.729396,0.090984
521,32,-0.771268,0.001856
522,32,-0.828242,-0.087028
523,32,-0.882334,-0.162516
524,32,-0.917887,-0.241308
525,32,-0.950661,-0.324922
526,32,-0.985373,-0.397275
527,32,-1.021045,-0.470193
528,32,-1.047593,-0.52376
529,32,-1.096045,-0.593981
530,32,-1.139935,-0.64903
531,32,-1.185432,-0.714964
532,32,-1.22971,-0.78041
533,32,-1.267524,-0.841771
534,32,-1.306774,-0.903772
535,32,-1.349508,-0.966416
536,32,-1.395049,-1.036467
537,32,-1.434166,-1.100722
538,32,-1.468411,-1.162753
539,32,-1.517419,-1.240768
540,32,-1.556498,-1.323453
541,32,-1.584878,-1.390553
542,32,-1.614753,-1.486398
543,32,-1.647002,-1.566933
544,32,-1.684046,-1.658449
545,32,-1.734819,-1.737144
522,33,0.666103,0.078969
523,33,0.623676,-4.2e-05
524,33,0.590775,-0.069512
525,33,0.553944,-0.150061
526,33,0.515219,-0.232732
527,33,0.476201,-0.329564
528,33,0.452851,-0.429619
529,33,0.435496,-0.524534
530,33,0.430043,-0.610608
531,33,0.432435,-0.722815
532,33,0.436749,-0.823932
533,33,0.432077,-0.923437
534,33,0.411817,-1.020105
535,33,0.392419,-1.118799
536,33,0.385992,-1.2198
537,33,0.386131,-1.310642
538,33,0.379408,-1.419277
539,33,0.365692,-1.527334
540,33,0.350319,-1.622784
541,33,0.337688,-1.722519
542,33,0.321623,-1.823758
543,33,0.29386,-1.909954
544,33,0.256581,-2.003567
545,33,0.214125,-2.085439
546,33,0.175282,-2.178265
547,33,0.140377,-2.277546
548,33,0.10464,-2.346606
549,33,0.060062,-2.435224
550,33,0.018195,-2.493184
551,33,-0.02942,-2.55923
552,33,-0.061924,-2.620973
553,33,-0.081944,-2.705404
554,33,-0.115162,-2.761888
555,33,-0.102114,-2.925672
525,34,-0.284142,0.42845
526,34,-0.332012,0.369307
527,34,-0.385486,0.29875
528,34,-0.432661,0.227254
529,34,-0.487662,0.13589
530,34,-0.538609,0.02388
531,34,-0.58043,-0.079752
532,34,-0.60573,-0.179497
533,34,-0.627848,-0.260169
534,34,-0.664938,-0.366031
535,34,-0.695787,-0.470411
536,34,-0.72775,-0.571074
537,34,-0.754408,-0.6795
538,34,-0.776247,-0.779413
539,34,-0.795604,-0.880342
540,34,-0.816099,-0.990338
541,34,-0.841585,-1.108123
542,34,-0.864587,-1.228874
543,34,-0.891662,-1.334034
544,34,-0.918529,-1.45377
545,34,-0.942246,-1.575105
546,34,-0.953196,-1.682693
547,34,-0.977433,-1.793812
548,34,-1.026743,-1.909807
549,34,-1.067678,-2.007704
550,34,-1.118219,-2.124661
551,34,-1.156989,-2.21556
